ID;D;M;A;S;X;Y
508786475;29;11;2017;53618;1060;279
27909817;29;11;2017;53618;1059;272
578597609;29;11;2017;53619;1060;278
543731184;29;11;2017;53619;1058;271
432449677;29;11;2017;53619;1057;276
484788458;29;11;2017;53619;1056;274
484788458;29;11;2017;53619;1038;258
502260812;29;11;2017;53620;667;408
502260812;29;11;2017;53620;666;409
502260812;29;11;2017;53620;672;400
394359562;29;11;2017;53621;671;397
394359562;29;11;2017;53623;614;427
795675734;29;11;2017;53623;593;437
795675734;29;11;2017;53623;-32;405
795675734;29;11;2017;53623;-18;427
795675734;29;11;2017;53623;-1;428
795675734;29;11;2017;53624;-6;413
795675734;29;11;2017;53624;-1;372
795675734;29;11;2017;53624;117;368
795675734;29;11;2017;53624;141;376
667000156;29;11;2017;53624;144;357
667000156;29;11;2017;53624;223;282
667000156;29;11;2017;53624;279;277
381308238;29;11;2017;53624;278;228
381308238;29;11;2017;53625;668;231
381308238;29;11;2017;53625;851;337
381308238;29;11;2017;53625;781;359
381308238;29;11;2017;53625;915;386
381308238;29;11;2017;53625;1149;465
395478620;29;11;2017;53625;1150;466
395478620;29;11;2017;53625;1081;544
395478620;29;11;2017;53625;1102;605
395478620;29;11;2017;53625;1082;564
395478620;29;11;2017;53626;1085;380
395478620;29;11;2017;53626;1079;333
395478620;29;11;2017;53626;1063;313
395478620;29;11;2017;53626;1056;312
395478620;29;11;2017;53626;1009;437
395478620;29;11;2017;53626;1008;500
395478620;29;11;2017;53626;1013;507
395478620;29;11;2017;53626;1020;441
395478620;29;11;2017;53626;1018;418
925470368;29;11;2017;53627;1041;447
925470368;29;11;2017;53627;1047;449
925470368;29;11;2017;53627;1058;440
925470368;29;11;2017;53627;1071;439
354086532;29;11;2017;53627;1072;438
406425312;29;11;2017;53628;1071;434
315918133;29;11;2017;53628;1071;433
315918133;29;11;2017;53628;1070;433
315918133;29;11;2017;53628;1047;401
315918133;29;11;2017;53628;977;306
315918133;29;11;2017;53628;965;295
333390488;29;11;2017;53628;964;294
333390488;29;11;2017;53628;724;287
333390488;29;11;2017;53629;649;330
333390488;29;11;2017;53629;644;331
333390488;29;11;2017;53629;120;228
333390488;29;11;2017;53629;-17;190
333390488;29;11;2017;53629;33;229
333390488;29;11;2017;53629;51;234
333390488;29;11;2017;53629;99;230
333390488;29;11;2017;53629;242;245
863382237;29;11;2017;53630;274;243
863382237;29;11;2017;53630;272;240
863382237;29;11;2017;53630;266;238
577690318;29;11;2017;53630;265;237
184018866;29;11;2017;53630;265;237
184018866;29;11;2017;53630;282;236
184018866;29;11;2017;53630;395;235
184018866;29;11;2017;53631;441;238
950665726;29;11;2017;53631;443;241
950665726;29;11;2017;53631;413;268
588558727;29;11;2017;53631;412;268
306168782;29;11;2017;53631;360;267
306168782;29;11;2017;53631;335;275
306168782;29;11;2017;53632;341;277
407544369;29;11;2017;53632;343;277
675842217;29;11;2017;53632;532;279
675842217;29;11;2017;53632;554;287
282170765;29;11;2017;53632;555;287
836160530;29;11;2017;53633;555;288
836160530;29;11;2017;53633;464;298
836160530;29;11;2017;53633;420;309
836160530;29;11;2017;53633;419;313
836160530;29;11;2017;53633;405;315
836160530;29;11;2017;53633;385;320
836160530;29;11;2017;53633;384;321
296341146;29;11;2017;53633;383;322
296341146;29;11;2017;53633;388;316
759823733;29;11;2017;53634;389;316
759823733;29;11;2017;53634;557;315
28121583;29;11;2017;53634;587;314
28121583;29;11;2017;53634;600;313
24819610;29;11;2017;53634;601;314
881973649;29;11;2017;53635;602;318
955086756;29;11;2017;53635;598;317
791466470;29;11;2017;53635;598;317
791466470;29;11;2017;53635;477;319
791466470;29;11;2017;53635;304;325
791466470;29;11;2017;53635;222;338
791466470;29;11;2017;53635;126;351
791466470;29;11;2017;53636;110;318
718431645;29;11;2017;53636;131;325
683565220;29;11;2017;53636;126;312
683565220;29;11;2017;53636;118;277
429437754;29;11;2017;53638;117;273
280066133;29;11;2017;53638;115;272
280066133;29;11;2017;53639;121;279
886394679;29;11;2017;53639;118;274
886394679;29;11;2017;53639;117;273
938733459;29;11;2017;53643;60;416
392466696;29;11;2017;53643;55;438
392466696;29;11;2017;53643;54;442
392466696;29;11;2017;53643;53;444
660764544;29;11;2017;53643;40;120
660764544;29;11;2017;53643;119;216
660764544;29;11;2017;53643;276;279
660764544;29;11;2017;53643;388;312
817780885;29;11;2017;53644;728;352
817780885;29;11;2017;53644;727;357
117643187;29;11;2017;53644;734;401
117643187;29;11;2017;53645;893;443
117643187;29;11;2017;53645;1148;454
117643187;29;11;2017;53645;1171;437
403413389;29;11;2017;53645;1172;435
403413389;29;11;2017;53645;1052;443
403413389;29;11;2017;53645;1051;434
403413389;29;11;2017;53645;598;419
114419497;29;11;2017;53646;591;425
114419497;29;11;2017;53646;581;428
114419497;29;11;2017;53646;565;425
543035659;29;11;2017;53646;565;432
543035659;29;11;2017;53646;538;432
543035659;29;11;2017;53647;455;424
543035659;29;11;2017;53647;436;422
543035659;29;11;2017;53647;419;417
543035659;29;11;2017;53647;403;404
543035659;29;11;2017;53647;388;394
543035659;29;11;2017;53647;381;388
55555055;29;11;2017;53647;379;387
55555055;29;11;2017;53647;445;420
411058108;29;11;2017;53648;448;420
769863135;29;11;2017;53648;448;421
769863135;29;11;2017;53648;512;432
787335489;29;11;2017;53648;525;438
787335489;29;11;2017;53648;526;439
533208023;29;11;2017;53648;528;439
87197791;29;11;2017;53649;510;436
87197791;29;11;2017;53649;425;428
87197791;29;11;2017;53649;386;414
87197791;29;11;2017;53649;365;404
87197791;29;11;2017;53649;358;399
87197791;29;11;2017;53649;352;392
87197791;29;11;2017;53649;343;389
87197791;29;11;2017;53649;335;388
512511980;29;11;2017;53650;349;392
512511980;29;11;2017;53650;350;393
617189540;29;11;2017;53650;375;394
617189540;29;11;2017;53650;408;395
617189540;29;11;2017;53650;419;394
526682361;29;11;2017;53650;420;394
244292416;29;11;2017;53650;420;393
937826168;29;11;2017;53651;453;384
937826168;29;11;2017;53651;470;424
937826168;29;11;2017;53651;474;417
937826168;29;11;2017;53651;471;400
972770877;29;11;2017;53651;498;425
972770877;29;11;2017;53652;558;434
972770877;29;11;2017;53652;563;435
972770877;29;11;2017;53652;657;475
972770877;29;11;2017;53652;712;496
972770877;29;11;2017;53652;720;498
972770877;29;11;2017;53652;752;497
972770877;29;11;2017;53652;755;494
429649520;29;11;2017;53652;755;491
896434080;29;11;2017;53653;751;491
896434080;29;11;2017;53653;614;499
896434080;29;11;2017;53653;444;493
896434080;29;11;2017;53653;390;489
896434080;29;11;2017;53653;371;482
896434080;29;11;2017;53653;348;473
896434080;29;11;2017;53653;338;468
269409490;29;11;2017;53653;337;467
269409490;29;11;2017;53653;336;466
269409490;29;11;2017;53654;343;468
712117749;29;11;2017;53654;348;470
712117749;29;11;2017;53654;348;470
712117749;29;11;2017;53654;375;472
712117749;29;11;2017;53654;734;501
712117749;29;11;2017;53654;757;499
712117749;29;11;2017;53654;750;493
712117749;29;11;2017;53654;744;487
712117749;29;11;2017;53654;743;486
604216499;29;11;2017;53655;743;485
604216499;29;11;2017;53655;742;485
604216499;29;11;2017;53655;593;478
604216499;29;11;2017;53655;469;471
604216499;29;11;2017;53655;397;465
604216499;29;11;2017;53655;364;460
172376649;29;11;2017;53656;345;457
865910401;29;11;2017;53656;343;456
865910401;29;11;2017;53656;524;461
865910401;29;11;2017;53656;664;452
632557263;29;11;2017;53657;514;456
632557263;29;11;2017;53657;488;458
632557263;29;11;2017;53657;489;471
632557263;29;11;2017;53657;634;497
632557263;29;11;2017;53658;710;496
632557263;29;11;2017;53658;720;500
632557263;29;11;2017;53658;757;493
632557263;29;11;2017;53658;771;488
538826394;29;11;2017;53658;772;488
538826394;29;11;2017;53658;783;482
538826394;29;11;2017;53659;766;481
556298749;29;11;2017;53659;891;382
556298749;29;11;2017;53659;851;383
556298749;29;11;2017;53659;828;409
556298749;29;11;2017;53659;825;416
518130351;29;11;2017;53659;826;417
960838610;29;11;2017;53660;828;419
427623172;29;11;2017;53660;1059;397
511604688;29;11;2017;53661;1060;395
490908644;29;11;2017;53662;1049;391
490908644;29;11;2017;53662;1040;386
487606671;29;11;2017;53663;1009;389
501777053;29;11;2017;53686;957;794
555603224;29;11;2017;53686;958;770
555603224;29;11;2017;53686;959;769
266609333;29;11;2017;53687;960;766
266609333;29;11;2017;53687;1157;470
266609333;29;11;2017;53687;1142;541
479266427;29;11;2017;53687;1136;552
479266427;29;11;2017;53688;1139;542
479266427;29;11;2017;53688;1159;517
479266427;29;11;2017;53688;1155;510
479266427;29;11;2017;53688;1129;542
479266427;29;11;2017;53688;1071;621
103067329;29;11;2017;53688;1062;638
103067329;29;11;2017;53688;1083;644
350590849;29;11;2017;53689;979;502
350590849;29;11;2017;53689;925;327
350590849;29;11;2017;53689;927;266
9258178;29;11;2017;53689;864;236
9258178;29;11;2017;53689;744;227
9258178;29;11;2017;53689;669;218
9258178;29;11;2017;53689;576;197
525079545;29;11;2017;53690;490;191
936223351;29;11;2017;53690;448;205
936223351;29;11;2017;53690;442;210
936223351;29;11;2017;53690;464;221
936223351;29;11;2017;53690;607;245
344065187;29;11;2017;53690;690;254
344065187;29;11;2017;53690;714;259
344065187;29;11;2017;53691;678;238
344065187;29;11;2017;53691;671;237
344065187;29;11;2017;53691;683;247
521855856;29;11;2017;53691;684;245
107410076;29;11;2017;53691;685;245
466215102;29;11;2017;53691;612;242
466215102;29;11;2017;53691;475;239
466215102;29;11;2017;53692;383;246
466215102;29;11;2017;53692;361;240
466215102;29;11;2017;53692;312;236
250334319;29;11;2017;53692;311;234
943868071;29;11;2017;53693;335;239
69319961;29;11;2017;53693;357;239
623309727;29;11;2017;53693;538;241
623309727;29;11;2017;53693;602;240
623309727;29;11;2017;53693;638;256
477161795;29;11;2017;53694;716;266
477161795;29;11;2017;53694;622;264
477161795;29;11;2017;53694;491;235
477161795;29;11;2017;53694;415;253
477161795;29;11;2017;53694;358;267
477161795;29;11;2017;53694;359;262
477161795;29;11;2017;53694;354;269
477161795;29;11;2017;53694;348;274
477161795;29;11;2017;53694;362;288
477161795;29;11;2017;53695;458;291
477161795;29;11;2017;53695;769;284
477161795;29;11;2017;53695;1012;286
477161795;29;11;2017;53695;1024;288
808666831;29;11;2017;53695;1028;289
275451393;29;11;2017;53695;1028;289
275451393;29;11;2017;53696;782;281
275451393;29;11;2017;53696;530;266
275451393;29;11;2017;53696;433;249
275451393;29;11;2017;53696;375;247
275451393;29;11;2017;53696;302;253
233981021;29;11;2017;53696;311;258
233981021;29;11;2017;53696;359;267
394299335;29;11;2017;53696;360;267
111909390;29;11;2017;53697;388;286
111909390;29;11;2017;53697;380;309
111909390;29;11;2017;53697;429;343
111909390;29;11;2017;53697;820;350
111909390;29;11;2017;53697;864;342
111909390;29;11;2017;53697;851;339
111909390;29;11;2017;53697;684;356
111909390;29;11;2017;53697;664;363
111909390;29;11;2017;53698;673;364
175116579;29;11;2017;53698;674;364
175116579;29;11;2017;53698;587;360
175116579;29;11;2017;53698;406;358
175116579;29;11;2017;53698;366;351
175116579;29;11;2017;53698;338;341
175116579;29;11;2017;53698;331;330
175116579;29;11;2017;53698;327;322
460886781;29;11;2017;53699;326;319
460886781;29;11;2017;53699;465;346
460886781;29;11;2017;53699;535;343
565564341;29;11;2017;53699;536;342
119554109;29;11;2017;53699;536;342
119554109;29;11;2017;53699;585;347
119554109;29;11;2017;53699;653;352
119554109;29;11;2017;53699;659;356
886200969;29;11;2017;53700;660;359
436888764;29;11;2017;53700;660;360
436888764;29;11;2017;53709;663;360
436888764;29;11;2017;53709;610;382
264716467;29;11;2017;53709;577;377
264716467;29;11;2017;53709;624;417
34665301;29;11;2017;53709;728;457
34665301;29;11;2017;53709;913;544
34665301;29;11;2017;53709;1039;538
34665301;29;11;2017;53710;1052;529
34665301;29;11;2017;53710;1054;523
386866382;29;11;2017;53710;1057;524
386866382;29;11;2017;53795;1074;540
386866382;29;11;2017;53795;946;518
2055047;29;11;2017;53795;879;501
2055047;29;11;2017;53795;1070;517
2055047;29;11;2017;53795;1130;539
2055047;29;11;2017;53796;1142;526
716363126;29;11;2017;53796;1144;523
716363126;29;11;2017;53796;958;464
716363126;29;11;2017;53797;930;422
716363126;29;11;2017;53797;928;420
716363126;29;11;2017;53797;925;414
716363126;29;11;2017;53797;923;435
716363126;29;11;2017;53797;877;484
716363126;29;11;2017;53797;868;492
549519150;29;11;2017;53797;859;500
47868165;29;11;2017;53797;857;488
654196711;29;11;2017;53800;896;421
654196711;29;11;2017;53800;840;423
654196711;29;11;2017;53800;844;446
466656691;29;11;2017;53800;845;441
466656691;29;11;2017;53800;841;434
466656691;29;11;2017;53800;829;428
180964772;29;11;2017;53800;825;426
180964772;29;11;2017;53801;656;488
180964772;29;11;2017;53801;652;508
180964772;29;11;2017;53801;877;472
180964772;29;11;2017;53801;870;406
180964772;29;11;2017;53801;649;384
180964772;29;11;2017;53801;599;391
180964772;29;11;2017;53801;474;381
180964772;29;11;2017;53801;410;388
180964772;29;11;2017;53801;254;415
180964772;29;11;2017;53802;261;420
180964772;29;11;2017;53802;726;488
180964772;29;11;2017;53802;1122;524
180964772;29;11;2017;53802;1159;532
180964772;29;11;2017;53802;1203;509
728428876;29;11;2017;53802;1132;506
745901231;29;11;2017;53803;1137;500
745901231;29;11;2017;53803;1133;499
745901231;29;11;2017;53803;1128;505
620527626;29;11;2017;53804;1125;502
937862281;29;11;2017;53804;1124;502
937862281;29;11;2017;53838;1115;497
937862281;29;11;2017;53838;1112;494
130246865;29;11;2017;53838;1111;495
485749918;29;11;2017;53838;1120;488
896893725;29;11;2017;53842;1191;643
896893725;29;11;2017;53842;1192;648
601452455;29;11;2017;53842;1162;587
601452455;29;11;2017;53842;1183;576
956955508;29;11;2017;53843;1186;575
956955508;29;11;2017;53843;1151;453
956955508;29;11;2017;53843;1123;493
956955508;29;11;2017;53843;1085;479
956955508;29;11;2017;53843;1103;476
956955508;29;11;2017;53843;1125;485
956955508;29;11;2017;53843;1115;487
525115658;29;11;2017;53843;1123;495
936259464;29;11;2017;53844;1121;496
215425722;29;11;2017;53878;1018;607
17440826;29;11;2017;53879;979;671
17440826;29;11;2017;53879;958;699
17440826;29;11;2017;53879;944;671
620467399;29;11;2017;53879;942;669
620467399;29;11;2017;54229;979;713
501207923;29;11;2017;54229;993;716
501207923;29;11;2017;54229;1115;180
501207923;29;11;2017;54230;1252;15
51895718;29;11;2017;54230;1216;89
51895718;29;11;2017;54230;1156;290
51895718;29;11;2017;54230;1169;283
51895718;29;11;2017;54230;1191;258
51895718;29;11;2017;54230;1181;256
51895718;29;11;2017;54230;1199;388
51895718;29;11;2017;54231;1007;425
51895718;29;11;2017;54231;931;443
51895718;29;11;2017;54231;919;440
51895718;29;11;2017;54231;882;436
51895718;29;11;2017;54231;869;481
51895718;29;11;2017;54231;951;498
51895718;29;11;2017;54231;965;508
51895718;29;11;2017;54231;975;507
45370056;29;11;2017;54231;979;508
45370056;29;11;2017;54232;1106;483
45370056;29;11;2017;54232;1116;481
205688370;29;11;2017;54232;1129;495
205688370;29;11;2017;54232;1233;475
205688370;29;11;2017;54232;1179;502
205688370;29;11;2017;54232;1141;520
665868984;29;11;2017;54233;1138;515
523023024;29;11;2017;54233;1131;500
523023024;29;11;2017;54233;1128;497
592834159;29;11;2017;54233;1128;496
592834159;29;11;2017;54233;1071;503
592834159;29;11;2017;54234;646;520
592834159;29;11;2017;54234;468;506
592834159;29;11;2017;54234;335;485
592834159;29;11;2017;54234;302;460
592834159;29;11;2017;54234;288;448
592834159;29;11;2017;54234;277;416
592834159;29;11;2017;54234;276;411
659343321;29;11;2017;54235;621;485
537271690;29;11;2017;54235;649;481
537271690;29;11;2017;54235;637;482
927641169;29;11;2017;54235;667;483
927641169;29;11;2017;54235;1065;471
927641169;29;11;2017;54235;1251;497
927641169;29;11;2017;54235;1218;517
927641169;29;11;2017;54235;1227;527
927641169;29;11;2017;54235;1174;516
927641169;29;11;2017;54236;1165;513
927641169;29;11;2017;54236;1136;508
927641169;29;11;2017;54236;1124;502
872078699;29;11;2017;54236;1123;502
872078699;29;11;2017;54236;1120;501
872078699;29;11;2017;54236;866;499
872078699;29;11;2017;54236;642;475
872078699;29;11;2017;54236;526;463
872078699;29;11;2017;54237;460;452
872078699;29;11;2017;54237;410;433
872078699;29;11;2017;54237;371;416
872078699;29;11;2017;54237;368;414
872078699;29;11;2017;54237;351;396
328957342;29;11;2017;54237;350;395
328957342;29;11;2017;54237;347;391
98906177;29;11;2017;54237;346;390
701932750;29;11;2017;54238;334;391
701932750;29;11;2017;54238;764;489
701932750;29;11;2017;54238;1210;530
701932750;29;11;2017;54238;1221;531
360600078;29;11;2017;54238;1167;536
360600078;29;11;2017;54238;1153;516
325733653;29;11;2017;54239;1150;512
736877459;29;11;2017;54239;1134;504
538390747;29;11;2017;54239;1133;503
538390747;29;11;2017;54239;1133;503
144719295;29;11;2017;54240;1176;528
803386621;29;11;2017;54240;1177;530
573335456;29;11;2017;54240;1178;529
573335456;29;11;2017;54240;1183;515
462053950;29;11;2017;54240;1184;512
462053950;29;11;2017;54240;1190;515
462053950;29;11;2017;54241;1205;536
371546771;29;11;2017;54241;1221;561
838331331;29;11;2017;54241;1216;534
838331331;29;11;2017;54241;1207;529
50988427;29;11;2017;54241;1208;540
50988427;29;11;2017;54241;1191;526
50988427;29;11;2017;54241;1117;459
50988427;29;11;2017;54242;1094;418
50988427;29;11;2017;54242;912;488
12820028;29;11;2017;54242;901;501
12820028;29;11;2017;54242;761;486
12820028;29;11;2017;54242;403;444
12820028;29;11;2017;54242;393;441
866672094;29;11;2017;54242;390;446
866672094;29;11;2017;54242;440;435
866672094;29;11;2017;54243;981;450
866672094;29;11;2017;54243;1157;445
866672094;29;11;2017;54243;1162;457
866672094;29;11;2017;54243;1213;493
866672094;29;11;2017;54243;1206;494
866672094;29;11;2017;54243;1163;499
866672094;29;11;2017;54243;1161;501
595150557;29;11;2017;54243;1158;504
93499572;29;11;2017;54244;1141;512
93499572;29;11;2017;54244;1137;514
915787185;29;11;2017;54244;1132;510
915787185;29;11;2017;54244;1130;508
915787185;29;11;2017;54244;1122;507
915787185;29;11;2017;54245;1120;506
682434047;29;11;2017;54245;1119;506
682434047;29;11;2017;54245;1116;503
644265648;29;11;2017;54245;1104;486
644265648;29;11;2017;54246;1098;462
961600303;29;11;2017;54246;1098;458
961600303;29;11;2017;54246;1099;458
961600303;29;11;2017;54246;1132;478
961600303;29;11;2017;54246;1138;494
728247165;29;11;2017;54247;1137;503
728247165;29;11;2017;54247;1135;507
728247165;29;11;2017;54247;1134;513
728247165;29;11;2017;54247;1132;516
101222575;29;11;2017;54247;1131;517
101222575;29;11;2017;54247;1130;517
101222575;29;11;2017;54248;1137;512
101222575;29;11;2017;54248;1136;507
101222575;29;11;2017;54248;1135;503
63054176;29;11;2017;54248;1121;506
826399063;29;11;2017;54249;1122;502
345522406;29;11;2017;54249;1124;499
345522406;29;11;2017;54253;1154;507
332471081;29;11;2017;54253;1156;508
332471081;29;11;2017;54350;1161;501
332471081;29;11;2017;54350;1199;287
497440248;29;11;2017;54411;1180;167
497440248;29;11;2017;54411;1104;119
497440248;29;11;2017;54411;1304;288
584451744;29;11;2017;54411;1301;287
584451744;29;11;2017;54411;1076;281
584451744;29;11;2017;54411;1022;269
493944565;29;11;2017;54412;1000;364
493944565;29;11;2017;54412;987;392
849447618;29;11;2017;54412;984;386
849447618;29;11;2017;54412;1038;424
849447618;29;11;2017;54412;1080;426
849447618;29;11;2017;54412;1088;432
849447618;29;11;2017;54412;1102;442
333704535;29;11;2017;54412;1103;443
333704535;29;11;2017;54413;1096;444
898562709;29;11;2017;54413;1093;443
898562709;29;11;2017;54433;1050;432
993702684;29;11;2017;54433;1032;429
